,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
96,Van Jones of CNN wasn’t the only one to jump the cable news shark last night over Donald Trump http://www.palmerreport.com/opinion/van-jones-wasnt-the-only-one-to-jump-the-cable-news-shark-last-night-over-donald-trump/1712/ …,2017-03-01 14:52:06,28,30,837072984963571717,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
97,Donald Trump would never wear a bathrobe. pic.twitter.com/uGo1unhwE6,2017-02-06 16:22:46,2128,1616,828760881647480833,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
98,"A woman on NPR just said she loved Donald Trump's speech because it reminded her of ""La La Land,"" which she said she hasn't seen.",2017-03-01 13:24:59,20887,8804,837051060250300416,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.5994}",0.0587,0.05445
99,@NBCNightlyNews JUST IN: Donald Trump was and still is a liar !!!!!,2017-03-01 15:59:52,12,0,837090038823469056,"{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.6671}",0.0587,0.05445
100,"""Donald Trump or Mike Pence""  pic.twitter.com/mQkjoK4luj",2017-02-28 19:49:33,91,60,836785452635938816,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
101,Not even Donald Trump can put the brakes on China’s wealth-creation machine http://bloom.bg/2maAb3c pic.twitter.com/i1LMWLPEF9,2017-03-01 15:58:53,74,73,837089793272070144,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
102,"Breaking News
Choqués par ses propos, les cheveux de Donald Trump aperçu en train de fuir vers le Canada pic.twitter.com/4SUN25hYGg",2017-03-01 06:01:49,1948,2223,836939533467938818,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
103,"EXCLUSIVE: The ""new Donald Trump"" that we witnessed last night still refuses to release old Trump's tax returns. @realDonaldTrump",2017-03-01 15:00:46,2013,1092,837075168216305665,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3034}",0.0587,0.05445
104,"Donald Trump advocated white nationalism with an ""indoor voice"" and pundits ate it up: http://mm4a.org/2m9bDrc pic.twitter.com/luSX0fKc6T",2017-03-01 14:13:50,344,311,837063353776353284,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
105,Atta Girl!!! Jennifer Garner 'Looking Forward to Helping' Donald Trump http://www.breitbart.com/big-hollywood/2017/03/01/jennifer-garner-looking-forward-helping-donald-trump/ … via @BreitbartNews,2017-03-01 15:42:40,2,1,837085710268116992,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.4724}",0.0587,0.05445
106,".@ChrisMurphyCT: Donald Trump once again ""lied"" to journalists in order to get good coverage http://cnn.it/2lsPWyl http://snpy.tv/2le5bzM ",2017-03-01 14:16:46,270,190,837064092741337088,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.0587,0.05445
107,Donald Trump inherited a healthy economy and he's already shown the American people he's unable to keep it that way: http://slate.me/2l8Eqgb ,2017-02-28 18:35:41,1762,2129,836766862566387712,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.0587,0.05445
108,Donald Trump made 61 statements in his speech. 51 were false https://www.indy100.com/article/donald-trump-statements-fact-check-congress-address-work-unemployment-latest-checking-7605351 …,2017-03-01 05:44:25,729,954,836935157613477890,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
109,Not even Donald Trump can put the brakes on China’s wealth-creation machine https://www.bloomberg.com/news/articles/2017-03-01/china-s-richest-win-mexican-billionaires-lose-with-trump-effect … via @markets,2017-03-01 15:59:57,1,0,837090059807506435,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
110,Wrong. Donald Trump forms new agency and pledges to publish list of crimes by immigrants http://www.independent.co.uk/news/world/americas/us-politics/trump-speech-voice-immigrants-crimes-list-agency-donald-joint-address-congress-a7604836.html …https://twitter.com/30daysof/status/837079224947089408 …,2017-03-01 15:41:03,5,8,837085305798856706,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}",0.0587,0.05445
111,"*Donald Trump manages to read someone else's words off a TelePrompTer*

Media: pic.twitter.com/b6EKJWCk2j",2017-02-28 22:14:23,990,426,836821903264329728,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
112,This Chilling Footage Proves Donald Trump Is Right About Chaos In The Streets Of Chicago pic.twitter.com/cxFFMT2XjA,2017-02-28 09:46:46,3747,2545,836633759885766660,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.5859}",0.0587,0.05445
113,"A woman on NPR just said she loved Donald Trump's speech because it reminded her of ""La La Land,"" which she said she hasn't seen.",2017-03-01 13:24:59,20887,8804,837051060250300416,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.5994}",0.0587,0.05445
114,"George W. Bush slams Donald Trump: ""I don’t like the racism"" http://huff.to/2luz62H pic.twitter.com/Szcarnm5Hj",2017-02-28 07:03:21,3565,1649,836592632059084803,"{'neg': 0.137, 'neu': 0.649, 'pos': 0.214, 'compound': 0.2924}",0.0587,0.05445
115,"If you dig into the history of Donald Trump, you'll find not one accusation of racism. Stop spewing a BS typical liberal talking point. pic.twitter.com/Sbs20uAj5O",2017-03-01 12:11:45,1063,502,837032633725030406,"{'neg': 0.217, 'neu': 0.723, 'pos': 0.06, 'compound': -0.6767}",0.0587,0.05445
116,Van Jones of CNN wasn’t the only one to jump the cable news shark last night over Donald Trump http://www.palmerreport.com/opinion/van-jones-wasnt-the-only-one-to-jump-the-cable-news-shark-last-night-over-donald-trump/1712/ …,2017-03-01 14:52:06,28,30,837072984963571717,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
117,Donald Trump would never wear a bathrobe. pic.twitter.com/uGo1unhwE6,2017-02-06 16:22:46,2128,1616,828760881647480833,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0587,0.05445
118,"A woman on NPR just said she loved Donald Trump's speech because it reminded her of ""La La Land,"" which she said she hasn't seen.",2017-03-01 13:24:59,20887,8804,837051060250300416,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.5994}",0.0587,0.05445
119,@NBCNightlyNews JUST IN: Donald Trump was and still is a liar !!!!!,2017-03-01 15:59:52,12,0,837090038823469056,"{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.6671}",0.0587,0.05445
